campaign_name,advertiser_name,impressions,clicks,total_spend,cpc,cpm
Campaign_1009,Advertiser_100,5257,243,12042.85,49.5591,2290.8218
Campaign_704,Advertiser_69,8373,381,18887.89,49.5745,2255.8091
Campaign_461,Advertiser_47,8554,394,19536.47,49.5849,2283.8988
Campaign_793,Advertiser_79,4248,195,9669.13,49.5853,2276.1605
Campaign_762,Advertiser_76,4646,211,10468.76,49.615,2253.2845
Campaign_184,Advertiser_19,4878,223,11064.72,49.6176,2268.2903
Campaign_930,Advertiser_92,5385,247,12261.9,49.6433,2277.0474
Campaign_526,Advertiser_53,6386,292,14497.78,49.6499,2270.2443
Campaign_1011,Advertiser_100,4169,191,9485.24,49.6609,2275.1835
Campaign_683,Advertiser_67,5455,250,12419.82,49.6793,2276.7773
Campaign_153,Advertiser_16,8189,372,18502.13,49.7369,2259.3882
Campaign_197,Advertiser_21,4626,212,10546.64,49.7483,2279.8617
Campaign_33,Advertiser_5,5853,269,13385.94,49.7619,2287.022
Campaign_835,Advertiser_84,2869,130,6471.08,49.7775,2255.5176
Campaign_332,Advertiser_35,2043,92,4588.63,49.8764,2246.0255
Campaign_24,Advertiser_4,4761,217,10827.68,49.8971,2274.2449
Campaign_101,Advertiser_11,4073,186,9293.01,49.9624,2281.6131
Campaign_919,Advertiser_91,5640,256,12792.3,49.9699,2268.1383
Campaign_732,Advertiser_72,5245,241,12044.02,49.9752,2296.286
Campaign_340,Advertiser_36,5062,232,11596.41,49.9845,2290.8751
Campaign_228,Advertiser_24,5266,238,11900.96,50.004,2259.962
Campaign_271,Advertiser_29,5629,255,12765.19,50.0596,2267.7545
Campaign_570,Advertiser_57,1590,72,3605.04,50.07,2267.3208
Campaign_194,Advertiser_20,2765,124,6220.08,50.1619,2249.5769
Campaign_634,Advertiser_64,5577,252,12649.37,50.1959,2268.1316
Campaign_338,Advertiser_36,8060,366,18375.66,50.2067,2279.8586
Campaign_107,Advertiser_11,417,19,956.36,50.3347,2293.4293
Campaign_106,Advertiser_11,963,43,2167.53,50.4077,2250.81
Campaign_375,Advertiser_39,2053,92,4639.37,50.4279,2259.8003
Campaign_144,Advertiser_15,7992,360,18156.97,50.436,2271.8931
Campaign_651,Advertiser_65,7773,352,17767.7,50.4764,2285.8227
Campaign_540,Advertiser_54,1862,84,4241.53,50.4944,2277.9431
Campaign_622,Advertiser_62,2364,108,5458.95,50.5458,2309.2005
Campaign_139,Advertiser_15,2862,130,6586.11,50.6624,2301.2264
Campaign_509,Advertiser_51,4094,183,9286.86,50.7479,2268.4074
Campaign_882,Advertiser_88,5871,263,13359.24,50.7956,2275.4624
Campaign_923,Advertiser_91,7395,329,16716.31,50.8095,2260.4882
Campaign_127,Advertiser_13,4882,219,11128.09,50.8132,2279.4121
Campaign_804,Advertiser_80,5650,253,12866.51,50.8558,2277.2584
Campaign_922,Advertiser_91,862,39,1984.92,50.8954,2302.6914
Campaign_91,Advertiser_10,4587,202,10284.77,50.9147,2242.1561
Campaign_507,Advertiser_51,1932,85,4327.82,50.9155,2240.0725
Campaign_254,Advertiser_26,1861,84,4281.12,50.9657,2300.4406
Campaign_718,Advertiser_71,2297,102,5200.21,50.9825,2263.9138
Campaign_746,Advertiser_74,2661,120,6118.39,50.9866,2299.2822
Campaign_73,Advertiser_9,3066,136,6937.75,51.0129,2262.8017
Campaign_896,Advertiser_89,3292,146,7449.74,51.0256,2262.983
Campaign_295,Advertiser_31,1250,56,2858.81,51.0502,2287.048
Campaign_190,Advertiser_19,1455,65,3318.61,51.0555,2280.8316
Campaign_386,Advertiser_40,7680,340,17364.63,51.0724,2261.0195
Campaign_413,Advertiser_43,5203,233,11972.75,51.3852,2301.1244
Campaign_832,Advertiser_84,1275,55,2827.57,51.4104,2217.702
Campaign_999,Advertiser_99,1353,59,3041.85,51.5568,2248.2262
Campaign_567,Advertiser_57,4487,198,10209.25,51.5619,2275.2953
Campaign_981,Advertiser_98,8019,357,18414.67,51.5817,2296.3798
Campaign_90,Advertiser_10,4771,211,10888.14,51.6026,2282.1505
Campaign_445,Advertiser_46,6935,308,15904.51,51.638,2293.3684
Campaign_909,Advertiser_91,4722,208,10741.99,51.6442,2274.8814
Campaign_83,Advertiser_10,4401,192,9934.12,51.7402,2257.2415
Campaign_400,Advertiser_42,2831,124,6428.54,51.8431,2270.7665
Campaign_9,Advertiser_2,4932,217,11296.61,52.0581,2290.4724
Campaign_219,Advertiser_23,1947,85,4429.55,52.1124,2275.0642
Campaign_796,Advertiser_79,2926,127,6639.18,52.277,2269.0294
Campaign_353,Advertiser_37,2281,99,5177.01,52.293,2269.623
Campaign_598,Advertiser_60,1709,72,3805.33,52.8518,2226.6413
Campaign_421,Advertiser_44,2917,125,6609.71,52.8777,2265.9273
Campaign_371,Advertiser_39,4299,185,9793.51,52.9379,2278.0903
Campaign_1013,Advertiser_100,2801,119,6329.87,53.1922,2259.8608
Campaign_523,Advertiser_52,347,14,746.28,53.3057,2150.6628
Campaign_481,Advertiser_49,5809,246,13208.8,53.6943,2273.8509
Campaign_484,Advertiser_49,6975,294,15789.64,53.7063,2263.7477
Campaign_722,Advertiser_71,987,42,2256.94,53.7367,2286.6667
Campaign_662,Advertiser_66,454,19,1021.57,53.7668,2250.1542
Campaign_310,Advertiser_33,6163,261,14051.8,53.8383,2280.026
Campaign_297,Advertiser_31,2578,108,5842.69,54.099,2266.3654
Campaign_692,Advertiser_68,5210,217,11762.74,54.2062,2257.7236
Campaign_674,Advertiser_67,2519,105,5723.3,54.5076,2272.0524
Campaign_637,Advertiser_64,2270,93,5193.57,55.8448,2287.9163
Campaign_980,Advertiser_98,2682,108,6085.99,56.3518,2269.1984
Campaign_998,Advertiser_99,529,21,1223.43,58.2586,2312.7221
Campaign_30,Advertiser_4,2325,91,5371.47,59.0271,2310.3097
Campaign_482,Advertiser_49,362,13,814.69,62.6685,2250.5249
Campaign_368,Advertiser_39,293,7,666.76,95.2514,2275.6314
